Player,Batting Form,Bowling Form,Fielding Form,Credits,Player Type,Bowler Type,Team
Simarjeet- Singh,24.667640683441,53.30371259775586,33.22757990479429,6.0,BOWL,-,SRH
Spencer Johnson,26.74219015640938,49.529921795307715,42.92304913294797,6.5,BOWL,-,KKR
Sunil Narine,85.86992094525671,83.57739714382863,51.723627167630056,9.0,ALL,-,KKR
Suryakumar Yadav,86.45063328799728,35.55780346820809,43.1119729683781,9.0,BAT,-,MI
Suryansh Shedge,56.532598039215685,56.96008578431372,53.72124019607843,5.5,ALL,-,PBKS
Suyash Sharma,12.351878612716764,62.63838830329819,31.320065453927235,6.0,BOWL,-,RCB
Swapnil Singh,51.56438994673013,55.21158867448713,48.20796851977785,7.0,ALL,-,RCB
Swastik Chikara,65.9892463235294,34.62382720588235,53.05340073529412,5.5,BAT,-,RCB
T Natarajan,20.447647067157362,71.56388029115081,45.474979332093255,7.5,BOWL,-,DC
Tilak Varma,78.55966295477728,33.164739884393065,66.79535022101327,8.0,BAT,-,MI
Tim David,74.4370005950357,35.55780346820809,64.10748894933697,7.5,BAT,-,RCB
Travis Head,92.33241244474667,27.754335260115607,39.88836705202312,9.0,BAT,-,SRH
Trent Boult,31.56832284937096,75.97539102346141,39.55705967358041,8.5,BOWL,-,MI
Tripurana Vijay,25.292768454440598,68.18464907727798,39.45593886966551,5.5,BOWL,-,DC
Tristan Stubbs,74.71849498469906,33.205329819789185,63.161169670180215,8.0,BAT,-,DC
Tushar Deshpande,26.287540377422648,68.67621557293438,44.05021676300578,7.5,BOWL,-,RR
Umran Malik,33.35805169143482,70.48440052236468,45.474979332093255,6.0,BOWL,-,KKR
Vaibhav Arora,19.635115606936417,78.48657981978918,53.678319449166956,6.5,BOWL,-,KKR
Vaibhav Suryavanshi,65.9892463235294,34.62382720588235,53.05340073529412,5.0,BAT,-,RR
Vansh Bedi,72.37953431372549,35.58645098039216,68.52705882352942,5.0,WK,-,CHE
Varun Chakravarthy,17.909682080924853,89.59876530091807,50.8132225433526,9.0,BOWL,-,KKR
Venkatesh Iyer,77.00195511730703,31.161849710982658,60.35462002720163,8.0,BAT,-,KKR
Vignesh Puthur,35.7927684544406,68.18464907727798,39.45593886966551,5.0,BOWL,-,MI
Vijay Shankar,66.71146081264875,30.069364161849713,57.0164697381843,6.5,BAT,-,CHE
Vipraj Nigam,35.7927684544406,68.18464907727798,39.45593886966551,5.0,BOWL,-,DC
Virat Kohli,82.0311649948997,35.55780346820809,53.93460982658959,9.0,BAT,-,RCB
Vishnu Vinod,69.25381177037288,35.58525444860025,55.447925875552535,6.5,WK,-,PBKS
Vyshak Vijaykumar,21.221820809248555,43.963277796667796,36.43567239034342,7.0,BOWL,-,PBKS
Wanindu Hasaranga,37.076982743964635,80.81567706562393,52.63785702142129,8.5,ALL,-,RR
Washington Sundar,62.42905261815709,66.11656324379463,44.91726878612717,7.0,ALL,-,GT
Wiaan Mulder,56.532598039215685,56.96008578431372,53.72124019607843,7.0,ALL,-,SRH
Will Jacks,57.15482616456988,58.92570554233254,51.0771633798028,7.5,ALL,-,MI
Xavier Bartlett,25.292768454440598,68.18464907727798,39.45593886966551,6.5,BOWL,-,PBKS
Yash Dayal,12.351878612716764,75.62943089085346,44.223627167630056,7.0,BOWL,-,RCB
Yash Thakur,12.351878612716764,55.31896038762325,34.18133713022781,6.5,BOWL,-,PBKS
Yashasvi Jaiswal,72.97803680720843,27.65028901734104,71.68091210472629,9.0,BAT,-,RR
Yudhvir Singh Charak,24.23049132947977,38.60005100306019,30.366308228493708,6.5,ALL,-,RR
Yuvraj Chaudhary,56.532598039215685,56.96008578431372,53.72124019607843,5.0,ALL,-,LSG
Yuzvendra Chahal,14.588872832369944,67.87050535532133,52.07427320639239,8.5,BOWL,-,PBKS
Zeeshan Ansari,25.292768454440598,68.18464907727798,39.45593886966551,5.5,BOWL,-,SRH
